sample,num,Target.Name,CT,Ct.Mean,Ct.SD,Automatic.Ct.Threshold,Ct.Threshold,Automatic.Baseline,Baseline.Start,Baseline.End,Amp.Status,Cq.Conf,Tm1,Tm2,Tm3,Tm4,HIGHSD,MTP,df,hour_num,CT_num,dil_log10copies,dil_copies,copies,log10copies
B4,t76,zot-cap,25.898,23.621,1.58,TRUE,0.239,TRUE,3,19,Amp,0.962,82.845,NA,NA,NA,Y,N,zc_redo,76,25.898,NA,NA,860.3816434,2.934691136
B4,t76,zot-cap,25.02,23.621,1.58,TRUE,0.239,TRUE,3,18,Amp,0.963,82.845,NA,NA,NA,Y,N,zc_redo,76,25.02,NA,NA,1542.558289,3.188241584
B4,t76,zot-cap,23.337,23.621,1.58,TRUE,0.239,TRUE,3,18,Amp,0.973,82.735,NA,NA,NA,Y,N,zc_redo,76,23.337,NA,NA,4723.472654,3.674261405
B4,t76,zot-cap,23.462,23.621,1.58,TRUE,0.239,TRUE,3,17,Amp,0.976,82.735,NA,NA,NA,Y,N,zc_redo,76,23.462,NA,NA,4346.740129,3.638163677
B4,t76,zot-cap,21.972,23.621,1.58,TRUE,0.239,TRUE,3,16,Amp,0.982,82.583,NA,NA,NA,Y,N,zc_redo,76,21.972,NA,NA,11707.08051,4.068448605
B4,t76,zot-cap,22.036,23.621,1.58,TRUE,0.239,TRUE,3,14,Amp,0.983,82.443,NA,NA,NA,Y,N,zc_redo,76,22.036,NA,NA,11219.32084,4.049966568
B1,t72,zot-cap,28.526,26.833,4.001,TRUE,0.239,TRUE,3,21,Amp,0.97,82.428,NA,NA,NA,Y,N,zc_redo,72,28.526,NA,NA,149.8899393,2.175772484
B1,t72,zot-cap,32.208,26.833,4.001,TRUE,0.239,TRUE,3,25,Amp,0.937,82.575,NA,NA,NA,Y,N,zc_redo,72,32.208,NA,NA,12.95620412,1.112477782
B1,t72,zot-cap,26.472,26.833,4.001,TRUE,0.239,TRUE,3,19,Amp,0.97,82.435,NA,NA,NA,Y,N,zc_redo,72,26.472,NA,NA,587.3951616,2.768930365
B1,t72,zot-cap,25.679,26.833,4.001,TRUE,0.239,TRUE,3,18,Amp,0.979,82.458,NA,NA,NA,Y,N,zc_redo,72,25.679,NA,NA,995.2549745,2.997934357
B1,t72,zot-cap,21.281,26.833,4.001,TRUE,0.239,TRUE,3,15,Amp,0.984,82.458,NA,NA,NA,Y,N,zc_redo,72,21.281,NA,NA,18535.1818,4.26799685
B5,t72,zot-cap,17.27,17.271,2.189,TRUE,0.239,TRUE,3,11,Amp,0.975,82.704,NA,NA,NA,Y,N,zc_redo,72,17.27,NA,NA,266870.6263,5.426300775
B5,t72,zot-cap,17.408,17.271,2.189,TRUE,0.239,TRUE,3,12,Amp,0.954,82.704,NA,NA,NA,Y,N,zc_redo,72,17.408,NA,NA,243471.9209,5.386448882
B5,t72,zot-cap,21.42,17.271,2.189,TRUE,0.239,TRUE,3,14,Amp,0.832,82.594,NA,NA,NA,Y,N,zc_redo,72,21.42,NA,NA,16898.81205,4.227856176
B5,t72,zot-cap,16.047,17.271,2.189,TRUE,0.239,TRUE,3,11,Amp,0.983,82.173,NA,NA,NA,Y,N,zc_redo,72,16.047,NA,NA,601839.869,5.779480954
B5,t72,zot-cap,16.261,17.271,2.189,TRUE,0.239,TRUE,3,9,Amp,0.97,82.443,NA,NA,NA,Y,N,zc_redo,72,16.261,NA,NA,522013.3892,5.717681642
B5,t72,zot-cap,15.218,17.271,2.189,TRUE,0.239,TRUE,3,8,Amp,0.968,82.302,NA,NA,NA,Y,N,zc_redo,72,15.218,NA,NA,1044434.219,6.018881092
B2,t60,zot-cap,22.542,18.95,1.79,TRUE,0.239,TRUE,3,16,Amp,0.952,82.428,NA,NA,NA,Y,N,zc_redo,60,22.542,NA,NA,8013.882328,3.903842961
B2,t60,zot-cap,18.777,18.95,1.79,TRUE,0.239,TRUE,3,12,Amp,0.966,82.428,NA,NA,NA,Y,N,zc_redo,60,18.777,NA,NA,97973.03354,4.991106555
B2,t60,zot-cap,17.862,18.95,1.79,TRUE,0.239,TRUE,3,12,Amp,0.965,82.575,NA,NA,NA,Y,N,zc_redo,60,17.862,NA,NA,180028.7768,5.255341931
B2,t60,zot-cap,17.998,18.95,1.79,TRUE,0.239,TRUE,3,13,Amp,0.959,82.295,NA,NA,NA,Y,N,zc_redo,60,17.998,NA,NA,164462.7704,5.216067602
B2,t60,zot-cap,18.108,18.95,1.79,TRUE,0.239,TRUE,3,12,Amp,0.965,82.317,NA,NA,NA,Y,N,zc_redo,60,18.108,NA,NA,152862.7261,5.1843016
B2,t60,zot-cap,18.413,18.95,1.79,TRUE,0.239,TRUE,3,12,Amp,0.966,82.458,NA,NA,NA,Y,N,zc_redo,60,18.413,NA,NA,124802.4588,5.096223142
B5,t76,zot-cap,20.978,21.303,0.391,TRUE,0.239,TRUE,3,16,Amp,0.977,82.424,NA,NA,NA,N,N,zc_redo,76,20.978,NA,NA,22672.41305,4.355497745
B5,t76,zot-cap,22.029,21.303,0.391,TRUE,0.239,TRUE,3,16,Amp,0.965,82.564,NA,NA,NA,N,N,zc_redo,76,22.029,NA,NA,11271.66416,4.051988041
B5,t76,zot-cap,21.356,21.303,0.391,TRUE,0.239,TRUE,3,16,Amp,0.975,82.454,NA,NA,NA,N,N,zc_redo,76,21.356,NA,NA,17633.48744,4.246338213
B5,t76,zot-cap,21.353,21.303,0.391,TRUE,0.239,TRUE,3,15,Amp,0.982,82.454,NA,NA,NA,N,N,zc_redo,76,21.353,NA,NA,17668.69843,4.247204558
B5,t76,zot-cap,21.045,21.303,0.391,TRUE,0.239,TRUE,3,16,Amp,0.983,82.302,NA,NA,NA,N,N,zc_redo,76,21.045,NA,NA,21684.49749,4.336149362
B5,t76,zot-cap,21.058,21.303,0.391,TRUE,0.239,TRUE,3,16,Amp,0.978,82.162,NA,NA,NA,N,N,zc_redo,76,21.058,NA,NA,21497.85843,4.332395199
B2,t72,zot-cap,24.239,22.394,1.156,TRUE,0.239,TRUE,3,17,Amp,0.981,82.288,NA,NA,NA,Y,N,zc_redo,72,24.239,NA,NA,2592.866722,3.413780194
B2,t72,zot-cap,21.519,22.394,1.156,TRUE,0.239,TRUE,3,16,Amp,0.981,82.147,NA,NA,NA,Y,N,zc_redo,72,21.519,NA,NA,15822.19652,4.199266774
B2,t72,zot-cap,20.89,22.394,1.156,TRUE,0.239,TRUE,3,15,Amp,0.985,82.295,NA,NA,NA,Y,N,zc_redo,72,20.89,NA,NA,24038.67612,4.380910546
B2,t72,zot-cap,22.363,22.394,1.156,TRUE,0.239,TRUE,3,16,Amp,0.984,82.295,NA,NA,NA,Y,N,zc_redo,72,22.363,NA,NA,9026.822629,3.955534909
B2,t72,zot-cap,22.894,22.394,1.156,TRUE,0.239,TRUE,3,16,Amp,0.989,82.317,NA,NA,NA,Y,N,zc_redo,72,22.894,NA,NA,6341.496493,3.802191757
B2,t72,zot-cap,22.461,22.394,1.156,TRUE,0.239,TRUE,3,17,Amp,0.983,82.458,NA,NA,NA,Y,N,zc_redo,72,22.461,NA,NA,8457.34972,3.927234289
B3,t36,zot-cap,10.552,10.342,0.545,TRUE,0.239,TRUE,3,6,Amp,0.971,82.007,NA,NA,NA,Y,N,zc_redo,36,10.552,NA,NA,23245404.95,7.366337116
B3,t36,zot-cap,9.973,10.342,0.545,TRUE,0.239,TRUE,3,5,Amp,0.985,82.007,NA,NA,NA,Y,N,zc_redo,36,9.973,NA,NA,34161882.65,7.533541796
B3,t36,zot-cap,9.639,10.342,0.545,TRUE,0.239,TRUE,3,5,Amp,0.983,82.295,NA,NA,NA,Y,N,zc_redo,36,9.639,NA,NA,42657453.7,7.629994928
B3,t36,zot-cap,10.683,10.342,0.545,TRUE,0.239,TRUE,3,6,Amp,0.985,82.435,NA,NA,NA,Y,N,zc_redo,36,10.683,NA,NA,21306234.19,7.328506696
B3,t36,zot-cap,11.13,10.342,0.545,TRUE,0.239,TRUE,3,7,Amp,0.989,82.037,NA,NA,NA,Y,N,zc_redo,36,11.13,NA,NA,15827824.2,7.199421218
B3,t36,zot-cap,10.078,10.342,0.545,TRUE,0.239,TRUE,3,5,Amp,0.972,82.317,NA,NA,NA,Y,N,zc_redo,36,10.078,NA,NA,31858087.75,7.503219704
B3,t60,zot-cap,13.982,15.32,2.499,TRUE,0.239,TRUE,3,9,Amp,0.963,82.147,NA,NA,NA,Y,N,zc_redo,60,13.982,NA,NA,2375830.402,6.375815436
B3,t60,zot-cap,14.119,15.32,2.499,TRUE,0.239,TRUE,3,9,Amp,0.978,82.288,NA,NA,NA,Y,N,zc_redo,60,14.119,NA,NA,2168963.905,6.336252325
B3,t60,zot-cap,14.147,15.32,2.499,TRUE,0.239,TRUE,3,10,Amp,0.959,82.435,NA,NA,NA,Y,N,zc_redo,60,14.147,NA,NA,2128954.763,6.328166433
B3,t60,zot-cap,20.304,15.32,2.499,TRUE,0.239,TRUE,3,13,Amp,0.757,82.575,NA,NA,NA,Y,N,zc_redo,60,20.304,NA,NA,35492.50884,4.550136699
B3,t60,zot-cap,15.378,15.32,2.499,TRUE,0.239,TRUE,3,10,Amp,0.964,82.458,NA,NA,NA,Y,N,zc_redo,60,15.378,NA,NA,939022.5015,5.972675999
B3,t60,zot-cap,13.988,15.32,2.499,TRUE,0.239,TRUE,3,9,Amp,0.966,82.458,NA,NA,NA,Y,N,zc_redo,60,13.988,NA,NA,2366370.51,6.374082745
B3,t72,zot-cap,15.461,14.064,0.787,TRUE,0.239,TRUE,3,9,Amp,0.973,82.288,NA,NA,NA,Y,N,zc_redo,72,15.461,NA,NA,888601.6336,5.948707107
B3,t72,zot-cap,13.716,14.064,0.787,TRUE,0.239,TRUE,3,9,Amp,0.981,82.435,NA,NA,NA,Y,N,zc_redo,72,13.716,NA,NA,2835511.432,6.452631403
B3,t72,zot-cap,13.699,14.064,0.787,TRUE,0.239,TRUE,3,8,Amp,0.989,82.295,NA,NA,NA,Y,N,zc_redo,72,13.699,NA,NA,2867746.073,6.457540694
B3,t72,zot-cap,13.859,14.064,0.787,TRUE,0.239,TRUE,3,8,Amp,0.99,82.317,NA,NA,NA,Y,N,zc_redo,72,13.859,NA,NA,2578312.777,6.411335601
B3,t72,zot-cap,13.587,14.064,0.787,TRUE,0.239,TRUE,3,9,Amp,0.988,82.458,NA,NA,NA,Y,N,zc_redo,72,13.587,NA,NA,3089471.966,6.489884259
